,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mean Response,,,,,,,,,,,,,,Number of Students Responding to the Question,,,,,,,,,,,,,,,,
Fall 04,MECH 407 005, James Wise,4,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,MECH 411 001, Fathi Ghorbel,5,1.80,2.80,2.00,2.80,2.40,1.60,2.00,2.20,1.80,3.00,2.60,1.80,2.40,3.80,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,MECH 431 001, David McStravick,3,2.33,3.00,2.67,2.00,2.33,3.33,3.33,3.33,3.00,3.00,3.33,3.33,3.33,3.67,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,MECH 431 002, David McStravick,6,2.33,3.33,2.83,2.00,2.67,3.17,3.50,2.83,2.67,2.33,3.33,2.80,3.00,3.17,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,
Fall 04,MECH 431 003, David McStravick,8,1.50,3.50,3.00,1.00,1.00,3.50,4.00,2.50,1.50,2.50,2.50,2.00,2.50,4.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,MECH 431 004, David McStravick,8,1.50,2.50,1.50,2.50,1.50,2.00,3.00,2.00,2.50,2.00,3.50,3.50,3.00,3.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,MECH 435 001, James Wise,13,2.57,3.71,2.57,2.93,3.00,3.00,3.50,3.21,2.31,3.43,3.00,2.93,3.43,3.14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14,
Fall 04,MECH 454 001, Tayfun Tezduyar,4,1.38,1.75,1.75,1.50,1.63,1.63,1.63,1.50,1.25,1.75,1.75,1.63,1.63,3.38,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
Fall 04,MECH 471 001, Alan Chapman,12,1.90,2.80,1.60,2.30,2.20,2.50,2.90,2.40,1.70,2.00,2.10,2.60,2.50,3.30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,
Fall 04,MECH 501 001, Fathi Ghorbel,4,1.33,1.67,1.00,1.00,1.33,1.67,1.33,1.67,1.33,1.67,1.67,2.00,1.67,4.67,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,MECH 527 001, Satish Nagarajaiah,6,1.92,2.50,2.33,1.58,1.50,2.33,2.50,2.17,1.50,2.42,2.08,2.42,2.58,3.08,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,
Fall 04,MECH 537 001, Edward Knightly,0,1.57,1.86,1.57,1.43,1.29,1.86,2.00,1.86,1.57,2.14,2.57,2.00,1.71,4.29,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,
Fall 04,MECH 554 001, Tayfun Tezduyar,3,1.38,1.75,1.75,1.50,1.63,1.63,1.63,1.50,1.25,1.75,1.75,1.63,1.63,3.38,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
Fall 04,MECH 563 001, Angelo Miele,4,1.25,1.75,1.00,1.75,1.75,2.00,1.75,1.25,1.00,1.25,2.50,2.00,1.75,2.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,MECH 593 001, Marcia O'Malley,4,1.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.50,1.50,1.00,1.00,1.00,3.00,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,
Fall 04,MECH 594 001, Andrew Meade,13,1.80,2.30,2.90,1.80,2.30,2.60,2.10,2.20,1.50,2.00,2.50,2.60,2.10,2.60,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
Fall 04,MECH 611 003, Chad Landis,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,MECH 684 001, Yildiz Bayazitoglu,8,2.00,2.00,1.71,2.13,1.63,2.50,2.13,2.63,2.00,3.00,2.50,2.00,2.50,3.88,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,
Fall 04,MSCI 301 001, Enrique Barrera,39,3.21,4.39,3.70,2.15,2.33,2.61,3.33,3.91,2.85,3.88,3.55,2.67,3.82,3.79,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,
Fall 04,MSCI 401 001, Rex McLellan,4,1.50,3.25,1.25,1.75,1.75,2.75,3.25,3.00,2.00,3.75,4.00,3.25,3.00,2.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,MSCI 402 001, Franz Brotzen,3,1.33,1.33,1.00,1.33,1.33,1.67,1.33,1.33,1.33,1.67,1.33,1.33,1.33,2.67,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,MSCI 535 001, Peter Loos,6,1.83,2.17,1.83,1.17,1.67,2.00,1.67,2.00,1.83,1.83,2.00,1.67,2.00,3.50,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,MSCI 537 001, Peter Loos,5,2.60,2.40,2.00,1.20,1.60,2.60,2.20,1.80,1.40,2.40,2.60,2.20,2.40,3.80,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,MSCI 615 001, Andrew Barron,14,1.43,1.29,2.36,1.43,1.36,1.79,1.29,1.50,1.07,2.21,2.29,2.29,1.36,1.71,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,
Fall 04,MSCI 634 001, Rex McLellan,4,1.50,1.75,1.75,1.50,1.75,1.25,1.75,1.75,1.50,1.75,1.75,1.50,1.75,3.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,MUSI 117 001, Troy Wayne,25,2.65,3.13,3.30,2.48,2.43,2.83,2.96,2.91,1.96,2.91,2.96,2.96,2.83,2.00,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,21,
Fall 04,MUSI 141 001, Terry Gaschen,10,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,MUSI 163 001, Lacey Redfield,1,1.00,2.00,3.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,2.00,2.00,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,MUSI 181 001, Sean Bayntun,17,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,0.00,2.00,2.00,3.00,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,
Fall 04,MUSI 181 001, Ying Zhang,17,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,MUSI 181 001, Youngha Guk,17,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,MUSI 183 001, Clyde Holloway,3,1.00,1.50,3.00,1.00,1.00,1.00,1.00,1.50,1.00,1.50,2.00,1.00,1.00,4.00,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,
Fall 04,MUSI 193 001, Francois Vallieres,2,2.00,2.50,1.50,2.00,2.00,2.00,1.50,2.00,1.50,2.50,2.50,2.00,2.00,1.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,MUSI 211 001, Richard Lavenda,42,1.42,1.94,1.58,1.78,1.81,1.75,2.00,1.75,1.72,1.81,2.11,2.08,1.92,2.92,36,35,36,36,36,36,36,36,36,36,36,36,36,36,36,35,
Fall 04,MUSI 231 001, Pierre Jalbert,36,1.28,1.56,1.28,1.44,1.61,1.83,2.06,1.72,1.44,1.56,2.00,1.72,1.76,2.67,18,18,18,18,18,18,18,18,18,18,18,18,17,18,18,17,
Fall 04,MUSI 231 002, Lembit Beecher,1,1.65,1.94,1.17,1.22,1.50,1.83,1.94,1.83,1.56,1.94,1.94,1.61,1.83,2.61,17,18,18,18,18,18,18,18,18,18,18,18,18,18,16,18,
Fall 04,MUSI 281 001, C Shank,22,2.67,2.33,3.33,1.00,1.33,2.33,1.67,2.00,1.33,3.67,2.67,1.33,3.00,2.33,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,MUSI 281 001, Erin Bennett,22,1.40,1.60,1.60,1.80,1.20,1.60,1.80,2.00,1.60,1.60,1.60,1.80,1.80,3.00,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,MUSI 281 003, Erin Bennett,22,1.71,2.17,1.71,1.29,1.43,2.00,2.14,1.86,1.43,2.71,2.71,2.43,2.29,2.43,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,MUSI 303 001, Kurt Stallmann,8,1.67,1.50,1.83,1.50,1.33,1.17,1.50,1.33,1.50,1.83,1.83,1.50,1.17,2.67,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,MUSI 311 001, Karim Al-Zand,39,1.69,2.75,1.56,2.10,2.34,2.41,2.94,2.66,1.25,2.38,2.72,2.35,2.63,3.22,32,32,32,31,32,32,32,32,32,32,32,31,32,32,32,32,
Fall 04,MUSI 317 001, Christopher Lee,19,3.20,3.07,3.43,2.00,2.27,2.47,2.80,2.93,2.67,3.07,2.93,2.93,2.87,1.80,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,
Fall 04,MUSI 321 001, Gregory Barnett,40,1.26,2.00,1.41,2.00,2.37,2.54,2.17,1.86,1.29,1.80,2.20,2.09,1.91,3.14,35,35,34,35,35,35,35,35,35,35,35,35,35,35,35,33,
Fall 04,MUSI 327 001, Walter Bailey,22,1.35,1.88,1.29,1.29,1.29,2.12,2.00,1.53,1.35,1.29,1.82,2.00,1.65,2.41,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,
Fall 04,MUSI 331 001, Anthony Brandt,26,1.77,2.00,1.69,1.77,2.00,2.31,2.62,2.00,1.85,2.23,2.31,2.92,2.15,2.54,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,
Fall 04,MUSI 331 002, Randolph Partain,5,2.00,2.67,1.33,1.00,2.00,2.00,2.00,2.00,2.00,2.33,2.33,1.67,2.33,2.00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,MUSI 335 002, Thomas Jaber,67,1.85,1.81,2.07,2.30,2.19,1.89,1.63,1.67,1.50,2.37,2.08,2.04,1.93,1.48,27,27,27,27,27,27,27,27,26,27,24,26,27,27,27,27,
Fall 04,MUSI 338 001, Jeanne Fischer,34,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
Fall 04,MUSI 340 001, Charles Throckmorton,24,1.24,1.33,1.29,1.24,1.29,1.38,1.38,1.33,1.29,1.48,1.25,1.33,1.29,1.38,21,21,21,21,21,21,21,21,21,21,20,21,21,21,21,21,
Fall 04,MUSI 381 001, Jitka Frankova,13,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,0.00,0.00,0.00,0.00,3.00,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,
Fall 04,MUSI 382 001, Jeanne Fischer,4,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.67,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,MUSI 384 001, Clyde Holloway,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,MUSI 403 001, Kurt Stallmann,13,1.55,1.64,1.27,1.27,1.18,1.18,1.45,1.73,1.36,2.18,1.45,1.45,1.73,2.82,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
Fall 04,MUSI 416 001, Pierre Jalbert,16,1.25,2.08,1.25,1.58,1.58,1.75,2.58,2.17,1.50,1.75,2.17,2.17,2.42,3.83,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,
Fall 04,MUSI 421 001, Walter Bailey,25,1.29,1.62,1.14,1.52,1.29,2.14,1.76,1.57,1.29,1.33,1.43,1.95,1.62,2.90,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,
Fall 04,MUSI 426 001, Jeanne Fischer,4,2.00,3.25,2.25,1.50,2.25,2.50,2.50,2.75,2.25,3.25,2.25,2.75,3.00,4.50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,MUSI 427 001, Clyde Holloway,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,MUSI 431 001, Arthur Gottschalk,22,2.45,2.25,3.05,2.70,2.95,3.15,3.25,2.75,2.45,3.15,3.10,3.30,3.05,2.00,20,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,
Fall 04,MUSI 445 001, Phillip Kloeckner,3,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,MUSI 447 001, C Shank,3,2.33,2.33,2.33,2.33,2.33,1.67,2.33,2.00,1.67,3.67,2.67,2.00,2.67,2.33,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,MUSI 449 001, Marie Speziale,6,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,MUSI 457 001, Benjamin Kamins,4,2.75,1.50,2.00,1.25,1.25,1.00,1.25,1.00,1.00,2.00,1.50,1.00,1.25,4.50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,MUSI 463 001, Marie Speziale,2,1.00,1.00,1.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,MUSI 471 001, Richard Brown,3,2.33,2.00,3.00,2.33,3.33,2.00,3.00,2.33,2.33,2.33,1.67,1.67,2.67,4.67,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,MUSI 473 001, Kathleen Kaun,18,1.46,1.38,1.31,1.23,1.31,1.08,1.15,1.31,1.23,1.77,1.46,1.23,1.23,3.69,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,
Fall 04,MUSI 481 001, Jeanne Fischer,15,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,MUSI 481 001, Jon Parker,15,1.00,1.00,1.17,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,
Fall 04,MUSI 483 001, Clyde Holloway,2,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,MUSI 491 001, Sergiu Luca,21,1.00,1.33,2.17,1.33,1.83,1.33,1.00,1.33,1.00,1.33,1.00,1.00,1.33,5.00,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,MUSI 491 001, Kathleen Winkler,21,1.11,1.00,1.11,1.11,1.11,1.11,1.11,1.00,1.00,1.00,1.00,1.00,1.00,4.78,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,
Fall 04,MUSI 493 001, James Dunham,13,1.20,1.40,1.20,1.00,1.00,1.40,1.20,1.40,1.20,1.20,1.40,1.60,1.40,4.40,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,MUSI 493 001, Karen Ritscher,13,2.09,1.73,2.09,1.18,1.27,1.36,1.27,1.36,1.50,1.91,1.50,1.55,1.18,4.18,11,11,11,11,11,11,11,11,10,11,10,11,11,11,11,11,
Fall 04,MUSI 495 001, Norman Fischer,7,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,
Fall 04,MUSI 511 001, Anthony Brandt,29,1.21,1.53,1.79,1.42,1.68,1.53,1.47,1.32,1.26,1.63,1.68,1.58,1.33,3.26,19,19,19,19,19,19,19,19,19,19,19,19,18,19,18,19,
Fall 04,MUSI 513 001, Arthur Gottschalk,23,2.70,2.83,2.87,2.43,2.30,2.52,2.78,2.61,2.65,3.04,2.52,2.35,2.70,3.17,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
Fall 04,MUSI 521 001, David Ferris,45,1.80,3.26,2.06,2.29,2.94,2.31,2.94,3.06,1.91,2.63,2.46,2.94,2.79,2.53,35,34,35,35,35,35,35,34,35,35,35,35,34,34,34,34,
Fall 04,MUSI 523 001, Mary Du Mont,8,2.00,2.50,1.25,1.25,2.00,1.75,2.88,2.50,2.50,2.00,2.63,3.13,2.75,3.13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
Fall 04,MUSI 528 001, Gregory Barnett,14,1.15,1.31,1.31,1.62,1.85,1.69,1.92,1.69,1.31,1.69,1.92,1.92,1.92,3.69,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,
Fall 04,MUSI 531 002, Joan Der Hovsepian,10,1.10,1.00,1.00,1.00,1.20,1.20,1.50,1.10,1.10,1.00,1.11,1.10,1.00,3.60,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,
Fall 04,MUSI 531 004, Paul Ellison,12,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,MUSI 531 006, Marie Speziale,21,1.44,1.67,1.11,1.56,1.89,1.78,1.89,1.78,1.44,1.89,1.67,1.78,1.78,3.00,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
Fall 04,MUSI 547 001, Clyde Holloway,2,1.50,1.50,1.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.50,1.50,1.50,2.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,MUSI 571 001, Michael Franciosi,31,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,MUSI 571 001, Janet de Chambrier,31,1.00,1.25,1.25,1.00,1.00,1.13,1.00,1.13,1.13,1.13,1.13,1.00,1.13,3.13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,
Fall 04,MUSI 573 001, Michael Franciosi,8,1.17,1.67,1.17,1.33,1.50,1.67,1.50,1.50,1.20,1.33,1.33,1.67,1.50,2.33,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,
Fall 04,MUSI 575 001, Nancy Bailey,9,1.17,1.83,1.17,1.17,1.17,2.00,1.50,1.67,1.33,1.33,1.67,2.17,1.83,2.50,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,MUSI 577 001, Paul Piersall Jr.,8,3.25,3.13,3.13,2.88,2.63,2.38,2.50,3.50,2.75,4.13,3.63,3.25,3.63,2.25,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
Fall 04,MUSI 603 001, Kurt Stallmann,8,1.25,1.25,1.38,1.13,1.00,1.00,1.13,1.13,1.00,1.25,1.13,1.25,1.13,1.57,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,
Fall 04,MUSI 605 001, Kurt Stallmann,3,1.67,1.33,1.67,1.33,1.33,1.33,1.33,1.67,1.33,1.67,1.33,1.33,1.33,2.67,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,
Fall 04,MUSI 611 001, Richard Lavenda,9,1.33,1.44,1.11,1.00,1.22,1.11,1.33,1.22,1.22,1.56,1.22,1.56,1.56,3.11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
Fall 04,MUSI 625 001, Marcia Citron,14,1.50,2.90,1.50,2.50,3.00,2.80,3.20,2.80,1.60,2.40,3.30,3.40,3.00,3.00,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
Fall 04,MUSI 627 001, David Ferris,16,1.83,2.08,1.75,1.42,1.75,2.17,2.08,2.08,1.50,2.17,2.17,2.09,2.17,3.25,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,
Fall 04,MUSI 628 001, Marcia Citron,13,1.36,1.73,1.09,1.00,1.18,1.45,1.45,1.36,1.27,1.36,1.91,1.73,1.73,3.18,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
Fall 04,MUSI 640 002, Thomas Jaber,27,3.00,3.46,3.38,3.92,4.00,3.23,3.00,3.85,2.46,4.08,3.83,4.15,4.08,1.69,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,
Fall 04,MUSI 649 001, Marie Speziale,22,1.67,2.00,1.00,1.33,1.67,2.00,2.00,1.67,1.33,2.33,2.00,2.00,2.00,2.67,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,MUSI 649 002, Marie Speziale,2,4.00,4.00,1.00,4.00,2.00,3.00,3.00,3.00,2.00,4.00,4.00,2.00,4.00,3.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,MUSI 651 001, Leone Buyse,3,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,MUSI 656 001, Benjamin Kamins,4,1.50,1.25,1.25,1.00,1.00,1.00,1.00,1.00,1.25,1.25,1.00,1.00,1.00,5.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,MUSI 661 001, Leone Buyse,4,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,MUSI 661 001, William Ver Meulen,4,3.00,4.00,4.00,3.00,4.00,2.00,3.00,4.00,1.00,5.00,5.00,1.00,3.00,5.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,MUSI 663 001, Marie Speziale,5,1.00,1.00,1.00,1.00,1.20,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,MUSI 667 001, David Kirk,1,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,MUSI 673 001, James King,23,1.00,1.13,1.00,1.07,1.20,1.33,1.27,1.07,1.07,1.13,1.33,1.00,1.07,3.80,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
Fall 04,MUSI 681 001, Robert Roux,17,2.20,1.60,2.40,2.20,2.40,1.80,2.20,2.20,1.60,2.40,2.00,1.80,2.20,4.00,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,MUSI 683 001, Clyde Holloway,5,1.25,1.50,2.50,1.00,1.00,1.00,1.00,1.00,1.00,1.25,1.00,1.00,1.00,3.50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,
Fall 04,MUSI 686 001, C Shank,2,1.00,1.00,1.00,1.00,1.00,1.00,1.50,1.50,1.00,2.00,1.00,1.00,1.50,3.00,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,
Fall 04,MUSI 691 001, Kathleen Winkler,19,1.00,1.20,1.00,1.20,1.20,1.20,1.20,1.20,1.00,1.00,1.00,1.00,1.00,4.25,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,
Fall 04,MUSI 691 001, Sergiu Luca,19,1.17,1.17,1.50,1.00,1.17,1.17,1.00,1.00,1.00,1.33,1.33,1.00,1.17,4.00,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,MUSI 691 001, Kenneth Goldsmith,19,1.00,1.00,1.00,1.14,1.00,1.14,1.14,1.00,1.00,1.00,1.00,1.00,1.00,4.57,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,
Fall 04,MUSI 693 001, James Dunham,10,1.50,1.75,1.50,1.00,1.25,1.00,1.25,1.50,1.25,1.25,1.00,1.00,1.25,4.50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,MUSI 695 001, Norman Fischer,12,1.40,1.40,1.00,1.20,1.40,1.40,1.40,1.40,1.20,1.20,1.20,1.20,1.20,4.20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,MUSI 711 001, Karim Al-Zand,22,1.06,1.35,1.12,1.12,1.29,1.35,1.71,1.24,1.20,1.35,1.65,1.65,1.47,3.29,17,17,17,17,17,17,17,17,15,17,17,17,17,17,17,17,
Fall 04,NAVA 101 001, James Neal,8,1.71,2.29,1.71,2.00,1.71,2.71,2.29,2.57,1.57,2.29,2.86,3.00,2.57,1.57,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,NAVA 201 001, Matthew Mazat,18,1.69,2.06,1.38,1.25,1.75,2.56,2.13,1.75,1.75,1.56,2.25,2.44,2.25,2.19,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
Fall 04,NAVA 301 001, James Neal,7,1.86,1.86,1.43,1.43,1.57,2.14,2.43,2.00,1.57,2.00,2.14,2.14,2.14,2.29,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,NAVA 401 001, Antonio Cerrillo,3,1.00,1.33,1.00,1.00,1.33,1.67,1.67,1.33,1.00,1.00,1.00,1.33,1.00,2.33,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,NAVA 410 001, Geoffrey McKeel,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,NSCI 111 001, Frank Toffoletto,13,1.60,2.10,1.50,1.80,1.90,2.20,2.20,2.00,1.90,1.90,2.40,2.60,2.80,2.10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,
Fall 04,NSCI 142 001, Berma Kinsey,25,1.90,2.85,1.75,2.65,2.65,2.45,3.00,2.80,2.35,2.30,2.55,2.65,2.90,3.53,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,20,
Fall 04,PHIL 100 001, Hanoch Sheinman,38,2.35,3.50,1.61,2.82,3.00,3.39,4.22,3.74,2.74,2.83,3.35,3.65,3.95,2.26,23,22,23,22,23,23,23,23,23,23,23,23,22,23,23,22,
Fall 04,PHIL 101 001, Alastair Norcross,65,2.03,2.50,2.55,1.95,2.25,2.28,2.15,2.08,1.53,2.55,3.23,2.78,2.33,2.23,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39,
